,Close,SMA14,SMA50,SMA14IND,SMA50IND,Bulls,CCI,DM,OSMA,RSI,Stoch
1,1.447137800450343,1.2666095799531403,1.210341107361312,0.005628906150154004,-0.004055002146092806,0.005021428887434084,-139.45353368941875,0.41015323117666097,0.0008346120385477199,8.149630146711221,4.854563568571663
2,1.437271329810797,1.2746167310613707,1.2205322898538418,0.005616442265378867,-0.004084845031738849,0.005067409377986397,-139.49638855399215,0.4105944977468522,0.0008350067564087773,8.085483633233473,4.872874622098159
3,1.436572869190497,1.281032947002648,1.2225979232339605,0.0056378489313583455,-0.004048652092885872,0.0050778181134913565,-140.18547806248523,0.41148494228294535,0.0008431680519345117,8.03350506442734,4.848572331312351
4,1.4281801529531652,1.2836494491672341,1.2288934846874453,0.005690613093979394,-0.004009296166394507,0.005118364129386718,-140.57352549636127,0.41126564836147234,0.0008500726195947761,8.024663769113523,4.867457050400514
5,1.4235123223363444,1.271939252153179,1.2312690291542212,0.005657584348699462,-0.004042430411761911,0.005067886949904877,-140.53934753196702,0.40791555130065654,0.0008571621051312677,8.01304071961517,4.901525314791912
6,1.4225590634330139,1.2690166834452288,1.2423697407941565,0.005676572685805427,-0.0040628914126755135,0.005114404475905287,-140.21891516286772,0.40680940528759246,0.0008565716825880195,7.9598230822585485,4.888540803894789
7,1.4238371227802475,1.2659419351332406,1.2474451734429008,0.0056436128060603575,-0.004036724957866191,0.005084364694602201,-141.48847497313207,0.4040597051029651,0.0008630208542500276,8.029717287820105,4.846212626219526
8,1.419978637859009,1.2675402168009404,1.2591781336396966,0.005684827744730187,-0.0040056375834084485,0.00510991696324123,-142.15330092636464,0.40223879138135826,0.0008565096294671596,7.993238357156866,4.8692837616896645
9,1.4070192557162804,1.2616608368146094,1.2672526242441473,0.005640277685109627,-0.003986859405228695,0.00514326392401342,-141.52998097722798,0.4053845342276931,0.0008631450628357636,8.053781201446911,4.903445038400665
10,1.404026057816387,1.2599748767882133,1.2561766450271528,0.005598900843649565,-0.003996965359486128,0.005133810108417169,-142.44072912346007,0.40911856470743196,0.0008559783539609774,8.062468000662243,4.935163153457565
